,player_id,player_slug,first_name,last_name,player_url,flag_code,residence,birthplace,birthdate,birth_year,birth_month,birth_day,turned_pro,weight_lbs,weight_kg,height_ft,height_inches,height_cm,handedness,backhand
644,b678,michael-berrer,Michael,Berrer,http://www.atpworldtour.com/en/players/michael-berrer/b678/overview,GER,"Stuttgart, Germany","Stuttgart, Germany",1980.07.01,1980.0,7.0,1.0,1999.0,220.0,100.0,"6'4""",76.0,193.0,Left-Handed,One-Handed Backhand
645,b681,paul-baccanello,Paul,Baccanello,http://www.atpworldtour.com/en/players/paul-baccanello/b681/overview,AUS,"Adelaide, Australia","Adelaide, Australia",1979.06.12,1979.0,6.0,12.0,1999.0,188.0,85.0,"6'0""",72.0,183.0,Right-Handed,
646,b692,ivan-beros,Ivan,Beros,http://www.atpworldtour.com/en/players/ivan-beros/b692/overview,CRO,,,1979.12.30,1979.0,12.0,30.0,,,,,,,Right-Handed,
647,b741,stian-boretti,Stian,Boretti,http://www.atpworldtour.com/en/players/stian-boretti/b741/overview,NOR,"Oslo, Norway","Nesodden, Akershus, Norway",1981.12.20,1981.0,12.0,20.0,2000.0,194.0,88.0,"6'2""",74.0,188.0,Right-Handed,
648,b699,matias-boeker,Matias,Boeker,http://www.atpworldtour.com/en/players/matias-boeker/b699/overview,USA,"Deerfield Beach, FL, USA",,1980.12.11,1980.0,12.0,11.0,,,,,,,Right-Handed,
649,b752,stephane-bohli,Stephane,Bohli,http://www.atpworldtour.com/en/players/stephane-bohli/b752/overview,SUI,"Commugny, Switzerland","Geneva, Switzerland",1983.07.25,1983.0,7.0,25.0,2002.0,181.0,82.0,"6'1""",73.0,185.0,Right-Handed,
650,b747,julien-benneteau,Julien,Benneteau,http://www.atpworldtour.com/en/players/julien-benneteau/b747/overview,FRA,"Boulogne-Billancourt, France","Bourg-en-Bresse, France",1981.12.20,1981.0,12.0,20.0,2000.0,174.0,79.0,"6'1""",73.0,185.0,Right-Handed,Two-Handed Backhand
651,b757,rohan-bopanna,Rohan,Bopanna,http://www.atpworldtour.com/en/players/rohan-bopanna/b757/overview,IND,"Bangalore, India","Bangalore, India",1980.03.04,1980.0,3.0,4.0,2003.0,190.0,86.0,"6'3""",75.0,190.0,Right-Handed,One-Handed Backhand
652,b763,adriano-biasella,Adriano,Biasella,http://www.atpworldtour.com/en/players/adriano-biasella/b763/overview,ITA,,,1980.09.01,1980.0,9.0,1.0,,,,,,,Right-Handed,
653,b764,juan-pablo-brzezicki,Juan Pablo,Brzezicki,http://www.atpworldtour.com/en/players/juan-pablo-brzezicki/b764/overview,ARG,"Buenos Aires, Argentina","Buenos Aires, Argentina",1982.04.12,1982.0,4.0,12.0,2001.0,158.0,72.0,"5'10""",70.0,178.0,,
654,b765,brian-battistone,Brian,Battistone,http://www.atpworldtour.com/en/players/brian-battistone/b765/overview,USA,"Las Vegas, USA","Santa Barbara, CA, USA",1979.08.10,1979.0,8.0,10.0,2007.0,180.0,82.0,"6'3""",75.0,190.0,Right-Handed,
655,b798,manlio-bartoni,Manlio,Bartoni,http://www.atpworldtour.com/en/players/manlio-bartoni/b798/overview,ITA,,,,,,,,,,,,,Ambidextrous,
656,b804,karol-beck,Karol,Beck,http://www.atpworldtour.com/en/players/karol-beck/b804/overview,SVK,"Zvolen, Slovak Republic","Zvolen, Slovak Republic",1982.04.03,1982.0,4.0,3.0,2001.0,163.0,74.0,"5'11""",71.0,180.0,Right-Handed,Two-Handed Backhand
657,b812,al-bunis,Al,Bunis,http://www.atpworldtour.com/en/players/al-bunis/b812/overview,USA,"Cincinnati, OH, USA","New York, NY, USA",1924.02.03,1924.0,2.0,3.0,,,,,,,Ambidextrous,
658,b813,bob-bennett,Bob,Bennett,http://www.atpworldtour.com/en/players/bob-bennett/b813/overview,USA,,,,,,,,,,,,,,
659,b809,mel-baleson,Mel,Baleson,http://www.atpworldtour.com/en/players/mel-baleson/b809/overview,RSA,,,,,,,,,,,,,Ambidextrous,
660,b819,francois-battegay,Francois,Battegay,http://www.atpworldtour.com/en/players/francois-battegay/b819/overview,FRA,,,,,,,,,,,,,Ambidextrous,
661,b822,bernard-boutboul,Bernard,Boutboul,http://www.atpworldtour.com/en/players/bernard-boutboul/b822/overview,FRA,,,,,,,,,,,,,Ambidextrous,
662,b821,alain-bouteleux,Alain,Bouteleux,http://www.atpworldtour.com/en/players/alain-bouteleux/b821/overview,FRA,,,,,,,,,,,,,Ambidextrous,
663,b820,jean-borotra,Jean,Borotra,http://www.atpworldtour.com/en/players/jean-borotra/b820/overview,FRA,,"Biarritz, France",,,,,,,,,,,,
664,b826,alain-bresson,Alain,Bresson,http://www.atpworldtour.com/en/players/alain-bresson/b826/overview,FRA,,,,,,,,,,,,,,
665,b836,fred-blatter,Fred,Blatter,http://www.atpworldtour.com/en/players/fred-blatter/b836/overview,SUI,,"Zurich, Switzerland",1949.09.25,1949.0,9.0,25.0,1974.0,,,,,,Ambidextrous,
666,b840,giorgio-bologna,Giorgio,Bologna,http://www.atpworldtour.com/en/players/giorgio-bologna/b840/overview,ITA,,,,,,,,,,,,,Ambidextrous,
667,b841,doug-bohaboy,Doug,Bohaboy,http://www.atpworldtour.com/en/players/doug-bohaboy/b841/overview,USA,"Palo Alto, CA, USA","Mountain View, CA, USA",1976.09.25,1976.0,9.0,25.0,2000.0,160.0,73.0,,,,Right-Handed,
668,b837,marcos-baghdatis,Marcos,Baghdatis,http://www.atpworldtour.com/en/players/marcos-baghdatis/b837/overview,CYP,"Limassol, Cyprus","Limassol, Cyprus",1985.06.17,1985.0,6.0,17.0,2003.0,181.0,82.0,"5'10""",70.0,183.0,Right-Handed,Two-Handed Backhand
669,b843,richard-bray,Richard,Bray,http://www.atpworldtour.com/en/players/richard-bray/b843/overview,USA,,,,,,,,,,,,,Ambidextrous,
670,b842,alex-bogomolov-jr,Alex,Bogomolov Jr.,http://www.atpworldtour.com/en/players/alex-bogomolov-jr/b842/overview,RUS,"Boca Raton, Florida, USA","Moscow, Russia",1983.04.23,1983.0,4.0,23.0,2002.0,165.0,75.0,"5'10""",70.0,178.0,Right-Handed,Two-Handed Backhand
671,b845,chris-burr,Chris,Burr,http://www.atpworldtour.com/en/players/chris-burr/b845/overview,CAN,,,,,,,,,,,,,Ambidextrous,
672,b844,david-brown,David,Brown,http://www.atpworldtour.com/en/players/david-brown/b844/overview,CAN,,"Port Credit, Ontario, Canada",,,,,,,,,,,Ambidextrous,
673,b846,boris-breskvar,Boris,Breskvar,http://www.atpworldtour.com/en/players/boris-breskvar/b846/overview,SLO,,,,,,,,,,,,,Ambidextrous,
674,b859,eric-basica,Eric,Basica,http://www.atpworldtour.com/en/players/eric-basica/b859/overview,USA,,,1981.06.27,1981.0,6.0,27.0,,,,,,,Ambidextrous,
675,b881,tomasz-bednarek,Tomasz,Bednarek,http://www.atpworldtour.com/en/players/tomasz-bednarek/b881/overview,POL,"Wroclaw, Poland","Pabianice, Poland",1981.11.12,1981.0,11.0,12.0,2000.0,,,,,,Right-Handed,
676,b884,carlos-berlocq,Carlos,Berlocq,http://www.atpworldtour.com/en/players/carlos-berlocq/b884/overview,ARG,"Buenos Aires, Argentina","Chascomus, Argentina",1983.02.03,1983.0,2.0,3.0,2001.0,178.0,81.0,"6'0""",72.0,183.0,Right-Handed,One-Handed Backhand
677,b896,benjamin-becker,Benjamin,Becker,http://www.atpworldtour.com/en/players/benjamin-becker/b896/overview,GER,"Dallas, TX, USA","Merzig, Germany",1981.06.16,1981.0,6.0,16.0,2005.0,158.0,72.0,"5'10""",70.0,178.0,Right-Handed,Two-Handed Backhand
678,b898,adrian-bohane,Adrian,Bohane,http://www.atpworldtour.com/en/players/adrian-bohane/b898/overview,USA,,,1981.09.15,1981.0,9.0,15.0,,,,,,,Left-Handed,
679,b901,d-belesson,D,Belesson,http://www.atpworldtour.com/en/players/d-belesson/b901/overview,RSA,,,,,,,,,,,,,Ambidextrous,
680,b902,ken-binns,Ken,Binns,http://www.atpworldtour.com/en/players/ken-binns/b902/overview,CAN,,,1935.02.08,1935.0,2.0,8.0,,175.0,79.0,"5'9""",69.0,175.0,Right-Handed,
681,b903,robert-bedard,Robert,Bedard,http://www.atpworldtour.com/en/players/robert-bedard/b903/overview,CAN,,,,,,,,,,,,,Ambidextrous,
682,b929,alex-bogdanovic,Alex,Bogdanovic,http://www.atpworldtour.com/en/players/alex-bogdanovic/b929/overview,GBR,"London, Great Britain","Belgrade, Serbia",1984.05.22,1984.0,5.0,22.0,2002.0,163.0,74.0,"6'0""",72.0,183.0,Left-Handed,One-Handed Backhand
683,b908,johan-brunstrom,Johan,Brunstrom,http://www.atpworldtour.com/en/players/johan-brunstrom/b908/overview,SWE,"Gothenburg, Sweden","Fiskebackskil, Sweden",1980.04.03,1980.0,4.0,3.0,2005.0,196.0,89.0,"6'4""",76.0,193.0,Left-Handed,
684,b946,benjamin-balleret,Benjamin,Balleret,http://www.atpworldtour.com/en/players/benjamin-balleret/b946/overview,MON,"Monte Carlo, Monaco","Monte Carlo, Monaco",1983.01.15,1983.0,1.0,15.0,,187.0,85.0,"6'0""",72.0,185.0,Right-Handed,Two-Handed Backhand
685,b955,reginald-bennett,Reginald,Bennett,http://www.atpworldtour.com/en/players/reginald-bennett/b955/overview,GBR,,"Bexhill, Great Britain",1937.08.18,1937.0,8.0,18.0,,,,,,,Ambidextrous,
686,b962,howard-broun,Howard,Broun,http://www.atpworldtour.com/en/players/howard-broun/b962/overview,NZL,,"Auckland, New Zealand",,,,,,,,,,,Ambidextrous,
687,b960,nick-boyne,Nick,Boyne,http://www.atpworldtour.com/en/players/nick-boyne/b960/overview,NZL,,,,,,,,,,,,,Ambidextrous,
688,b953,neil-bamford,Neil,Bamford,http://www.atpworldtour.com/en/players/neil-bamford/b953/overview,GBR,,,1982.02.10,1982.0,2.0,10.0,,,,,,,Ambidextrous,
689,b975,guillem-burniol,Guillem,Burniol,http://www.atpworldtour.com/en/players/guillem-burniol/b975/overview,ESP,,,1983.08.14,1983.0,8.0,14.0,,,,,,,Right-Handed,
690,b981,matt-bocko,Matt,Bocko,http://www.atpworldtour.com/en/players/matt-bocko/b981/overview,USA,,,1983.12.12,1983.0,12.0,12.0,,,,,,,Ambidextrous,
691,b976,david-brewer,David,Brewer,http://www.atpworldtour.com/en/players/david-brewer/b976/overview,GBR,,,1985.02.24,1985.0,2.0,24.0,,,,,,,Right-Handed,
692,b977,richard-bloomfield,Richard,Bloomfield,http://www.atpworldtour.com/en/players/richard-bloomfield/b977/overview,GBR,,"Norwich, Norfolk",1983.04.27,1983.0,4.0,27.0,2002.0,165.0,75.0,"6'1""",73.0,185.0,Right-Handed,
693,ba01,gyorgy-balazs,Gyorgy,Balazs,http://www.atpworldtour.com/en/players/gyorgy-balazs/ba01/overview,HUN,,,1985.07.24,1985.0,7.0,24.0,,,,,,,Right-Handed,
694,ba09,antonio-barranco,Antonio,Barranco,http://www.atpworldtour.com/en/players/antonio-barranco/ba09/overview,ESP,,,,,,,,,,,,,Ambidextrous,
695,ba08,alberto-brizzi,Alberto,Brizzi,http://www.atpworldtour.com/en/players/alberto-brizzi/ba08/overview,ITA,"Piancogno, Italy","Breno, Italy",1984.03.26,1984.0,3.0,26.0,,,,,,,Right-Handed,
696,ba11,jaime-bartroli,Jaime,Bartroli,http://www.atpworldtour.com/en/players/jaime-bartroli/ba11/overview,ESP,,,1918.01.23,1918.0,1.0,23.0,,,,,,,,
697,ba35,audley-bell,Audley,Bell,http://www.atpworldtour.com/en/players/audley-bell/ba35/overview,JAM,,,,,,,,,,,,,Ambidextrous,
698,ba12,jim-boyce,Jim,Boyce,http://www.atpworldtour.com/en/players/jim-boyce/ba12/overview,CAN,,,,,,,,,,,,,Ambidextrous,
699,ba23,brian-baker,Brian,Baker,http://www.atpworldtour.com/en/players/brian-baker/ba23/overview,USA,"Nashville, TN, USA","Nashville, TN, USA",1985.04.30,1985.0,4.0,30.0,2003.0,170.0,77.0,"6'3""",75.0,190.0,Right-Handed,Two-Handed Backhand
700,ba47,tomas-berdych,Tomas,Berdych,http://www.atpworldtour.com/en/players/tomas-berdych/ba47/overview,CZE,"Monte Carlo, Monaco","Valasske Mezirici, CZE",1985.09.17,1985.0,9.0,17.0,2002.0,200.0,91.0,"6'5""",77.0,196.0,Right-Handed,Two-Handed Backhand
701,ba53,jamie-baker,Jamie,Baker,http://www.atpworldtour.com/en/players/jamie-baker/ba53/overview,GBR,"Glasgow, Scotland","Glasgow, Scotland",1986.08.05,1986.0,8.0,5.0,,179.0,81.0,"6'0""",72.0,,Right-Handed,
702,ba54,jim-bentley,Jim,Bentley,http://www.atpworldtour.com/en/players/jim-bentley/ba54/overview,CAN,,,,,,,,,,,,,Ambidextrous,
703,ba55,bob-bardsley,Bob,Bardsley,http://www.atpworldtour.com/en/players/bob-bardsley/ba55/overview,CAN,,,,,,,,,,,,,Ambidextrous,
704,ba57,ilija-bozoljac,Ilija,Bozoljac,http://www.atpworldtour.com/en/players/ilija-bozoljac/ba57/overview,SRB,"Belgrade, Serbia","Aleksandrovac, Serbia",1985.08.02,1985.0,8.0,2.0,2002.0,189.0,86.0,"6'4""",76.0,193.0,Right-Handed,
705,ba79,andre-begemann,Andre,Begemann,http://www.atpworldtour.com/en/players/andre-begemann/ba79/overview,GER,"Königstein, Germany","Lemgo, Germany",1984.07.12,1984.0,7.0,12.0,2008.0,198.0,90.0,"6'2""",74.0,188.0,Right-Handed,Two-Handed Backhand
706,ba77,arnau-brugues-davi,Arnau,Brugues-Davi,http://www.atpworldtour.com/en/players/arnau-brugues-davi/ba77/overview,ESP,"Gurb, Barcelona","Vic, Barcelona",1985.03.05,1985.0,3.0,5.0,2009.0,181.0,82.0,"6'0""",72.0,183.0,Left-Handed,Two-Handed Backhand
707,ba65,dustin-brown,Dustin,Brown,http://www.atpworldtour.com/en/players/dustin-brown/ba65/overview,GER,"Winsen, Germany","Celle, Germany",1984.12.08,1984.0,12.0,8.0,2002.0,172.0,78.0,"6'5""",77.0,196.0,Right-Handed,Two-Handed Backhand
708,ba86,andreas-beck,Andreas,Beck,http://www.atpworldtour.com/en/players/andreas-beck/ba86/overview,GER,"Stuttgart, Germany","Weingarten, Germany",1986.02.05,1986.0,2.0,5.0,2003.0,196.0,89.0,"6'3""",75.0,190.0,Left-Handed,Two-Handed Backhand
709,ba98,simone-bolelli,Simone,Bolelli,http://www.atpworldtour.com/en/players/simone-bolelli/ba98/overview,ITA,"Monte Carlo, Monaco","Bologna, Italy",1985.10.08,1985.0,10.0,8.0,2003.0,182.0,83.0,"6'0""",72.0,183.0,Right-Handed,One-Handed Backhand
710,bb10,enrico-becuzzi,Enrico,Becuzzi,http://www.atpworldtour.com/en/players/enrico-becuzzi/bb10/overview,ITA,"Pisa, Italy","Pisa, Italy",1973.03.23,1973.0,3.0,23.0,,172.0,78.0,"6'2""",74.0,,Right-Handed,One-Handed Backhand
711,bb20,ivan-bjelica,Ivan,Bjelica,http://www.atpworldtour.com/en/players/ivan-bjelica/bb20/overview,SRB,,,1984.02.15,1984.0,2.0,15.0,,,,,,,Right-Handed,
712,bb02,matthew-behrmann,Matthew,Behrmann,http://www.atpworldtour.com/en/players/matthew-behrmann/bb02/overview,USA,,,1980.08.03,1980.0,8.0,3.0,,,,,,,Right-Handed,
713,bb44,joe-bates,Joe,Bates,http://www.atpworldtour.com/en/players/joe-bates/bb44/overview,USA,,,1982.12.21,1982.0,12.0,21.0,,,,,,,Right-Handed,Two-Handed Backhand
714,bb25,robin-brage,Robin,Brage,http://www.atpworldtour.com/en/players/robin-brage/bb25/overview,SWE,,,1983.03.21,1983.0,3.0,21.0,,,,,,,Ambidextrous,
715,bb51,f-briscoe,F,Briscoe,http://www.atpworldtour.com/en/players/f-briscoe/bb51/overview,RSA,,,,,,,,,,,,,Ambidextrous,
716,bb57,robert-buckley,Robert,Buckley,http://www.atpworldtour.com/en/players/robert-buckley/bb57/overview,AUS,,,,,,,,,,,,,,
717,bb64,badr-bouabdellah,Badr,Bouabdellah,http://www.atpworldtour.com/en/players/badr-bouabdellah/bb64/overview,MAR,,,,,,,,,,,,,Right-Handed,
718,bb68,stephen-bass,Stephen,Bass,http://www.atpworldtour.com/en/players/stephen-bass/bb68/overview,USA,,,1985.04.13,1985.0,4.0,13.0,,,,,,,Ambidextrous,
719,bb76,m-borgener,M,Borgener,http://www.atpworldtour.com/en/players/m-borgener/bb76/overview,SUI,,,,,,,,,,,,,Ambidextrous,
720,bb75,r-bortulan,R,Bortulan,http://www.atpworldtour.com/en/players/r-bortulan/bb75/overview,SUI,,,,,,,,,,,,,Ambidextrous,
721,bb89,bedri-baykam,Bedri,Baykam,http://www.atpworldtour.com/en/players/bedri-baykam/bb89/overview,TUR,,,,,,,,,,,,,Ambidextrous,
722,bb88,clive-brebnor,Clive,Brebnor,http://www.atpworldtour.com/en/players/clive-brebnor/bb88/overview,RSA,,,1943.02.12,1943.0,2.0,12.0,,,,,,,Ambidextrous,
723,bb96,keith-brebnor,Keith,Brebnor,http://www.atpworldtour.com/en/players/keith-brebnor/bb96/overview,RSA,,,1947.08.07,1947.0,8.0,7.0,,,,,,,Ambidextrous,
724,bb97,antoine-benneteau,Antoine,Benneteau,http://www.atpworldtour.com/en/players/antoine-benneteau/bb97/overview,FRA,,,1986.06.30,1986.0,6.0,30.0,,,,,,,Right-Handed,
725,bb99,milan-holecek,Milan,Holecek,http://www.atpworldtour.com/en/players/milan-holecek/bb99/overview,CZE,,,1943.10.23,1943.0,10.0,23.0,,,,,,190.0,Ambidextrous,
726,bb98,bill-bennion,Bill,Bennion,http://www.atpworldtour.com/en/players/bill-bennion/bb98/overview,USA,,,,,,,,,,,,,Ambidextrous,
727,bc04,dennis-breetzke,Dennis,Breetzke,http://www.atpworldtour.com/en/players/dennis-breetzke/bc04/overview,RSA,,,1950.12.14,1950.0,12.0,14.0,,,,,,,Ambidextrous,
728,bc10,jeremy-bond,Jeremy,Bond,http://www.atpworldtour.com/en/players/jeremy-bond/bc10/overview,GBR,,,,,,,,,,,,,Ambidextrous,
729,bc11,sergei-bubka,Sergei,Bubka,http://www.atpworldtour.com/en/players/sergei-bubka/bc11/overview,UKR,"Monte Carlo, Monaco","Donestk, Ukraine",1987.02.10,1987.0,2.0,10.0,2005.0,194.0,88.0,"6'2""",74.0,,Right-Handed,Two-Handed Backhand
730,bc14,marin-bradaric,Marin,Bradaric,http://www.atpworldtour.com/en/players/marin-bradaric/bc14/overview,CRO,,,1985.09.05,1985.0,9.0,5.0,,,,,,,Right-Handed,
731,bc15,r-blanco,R.,Blanco,http://www.atpworldtour.com/en/players/r-blanco/bc15/overview,,,,,,,,,,,,,,Ambidextrous,
732,bc36,gregoire-burquier,Gregoire,Burquier,http://www.atpworldtour.com/en/players/gregoire-burquier/bc36/overview,FRA,,,1984.07.08,1984.0,7.0,8.0,,,,,,,Left-Handed,One-Handed Backhand
733,bc41,j-bart,J,Bart,http://www.atpworldtour.com/en/players/j-bart/bc41/overview,HUN,,,,,,,,,,,,,Ambidextrous,
734,bc45,i-brady,I,Brady,http://www.atpworldtour.com/en/players/i-brady/bc45/overview,,,,,,,,,,,,,,Ambidextrous,
735,bc35,eric-butorac,Eric,Butorac,http://www.atpworldtour.com/en/players/eric-butorac/bc35/overview,USA,"Cambridge, MA, U.S.A.","Rochester, MN, U.S.A.",1981.05.22,1981.0,5.0,22.0,2003.0,180.0,82.0,"6'3""",75.0,190.0,Left-Handed,
736,bc50,john-been,John,Been,http://www.atpworldtour.com/en/players/john-been/bc50/overview,,,,,,,,,,,,,,,
737,bc49,unknown-bahr,Unknown,Bahr,http://www.atpworldtour.com/en/players/unknown-bahr/bc49/overview,,,,,,,,,,,,,,,
738,bc58,ian-beverly,Ian,Beverly,http://www.atpworldtour.com/en/players/ian-beverly/bc58/overview,,,,,,,,,,,,,,Ambidextrous,
739,bc56,ron-barnes,Ron,Barnes,http://www.atpworldtour.com/en/players/ron-barnes/bc56/overview,BRA,,,,,,,,,,,,,Ambidextrous,
740,bc59,allan-burns,Allan,Burns,http://www.atpworldtour.com/en/players/allan-burns/bc59/overview,,,,,,,,,,,,,,Ambidextrous,
741,bc60,ron-bohrnstedt,Ron,Bohrnstedt,http://www.atpworldtour.com/en/players/ron-bohrnstedt/bc60/overview,,,,,,,,,,,,,,Ambidextrous,
742,bc62,enrico-burzi,Enrico,Burzi,http://www.atpworldtour.com/en/players/enrico-burzi/bc62/overview,ITA,"Bologna, Italy","Bologna, Italy",1981.01.14,1981.0,1.0,14.0,,168.0,76.0,"5'10""",70.0,,Ambidextrous,
743,bc65,matthias-bachinger,Matthias,Bachinger,http://www.atpworldtour.com/en/players/matthias-bachinger/bc65/overview,GER,"Munich, Germany","Munich, Germany",1987.04.02,1987.0,4.0,2.0,2005.0,183.0,83.0,"6'2""",74.0,188.0,Right-Handed,
744,bc71,jonas-berg,Jonas,Berg,http://www.atpworldtour.com/en/players/jonas-berg/bc71/overview,SWE,Sweden,,1984.05.16,1984.0,5.0,16.0,,,,,,,Ambidextrous,
745,bc68,philip-bester,Philip,Bester,http://www.atpworldtour.com/en/players/philip-bester/bc68/overview,CAN,"North Vancouver, Canada","Sonthoffen, Germany",1988.10.06,1988.0,10.0,6.0,2006.0,175.0,79.0,"6'2""",74.0,188.0,Right-Handed,One-Handed Backhand
746,bc72,daniel-brands,Daniel,Brands,http://www.atpworldtour.com/en/players/daniel-brands/bc72/overview,GER,"Bogen, Germany","Deggendorf, Germany",1987.07.17,1987.0,7.0,17.0,2005.0,203.0,92.0,"6'5""",77.0,196.0,Right-Handed,One-Handed Backhand
747,bd05,luka-belic,Luka,Belic,http://www.atpworldtour.com/en/players/luka-belic/bd05/overview,CRO,Croatia,,1988.10.14,1988.0,10.0,14.0,,,,,,,Right-Handed,
748,bd00,roman-borvanov,Roman,Borvanov,http://www.atpworldtour.com/en/players/roman-borvanov/bd00/overview,MDA,"Pembroke Pines, Florida, USA","Chisinau, Moldova",1982.03.31,1982.0,3.0,31.0,2004.0,176.0,80.0,"6'0""",72.0,,Right-Handed,
749,bc76,nicolas-barrientos,Nicolas,Barrientos,http://www.atpworldtour.com/en/players/nicolas-barrientos/bc76/overview,COL,"Cali, Colombia","Cali, Colombia",1987.04.24,1987.0,4.0,24.0,2009.0,165.0,75.0,"5'9""",69.0,175.0,Right-Handed,Two-Handed Backhand
750,bd06,roberto-bautista-agut,Roberto,Bautista Agut,http://www.atpworldtour.com/en/players/roberto-bautista-agut/bd06/overview,ESP,"Castellon de la Plana, Spain","Castellon de la Plana, Spain",1988.04.14,1988.0,4.0,14.0,2005.0,168.0,76.0,"6'0""",72.0,183.0,Right-Handed,Two-Handed Backhand
751,bd20,thomaz-bellucci,Thomaz,Bellucci,http://www.atpworldtour.com/en/players/thomaz-bellucci/bd20/overview,BRA,"Sao Paulo, Brazil","Tiete, Brazil",1987.12.30,1987.0,12.0,30.0,2005.0,181.0,82.0,"6'2""",74.0,188.0,Left-Handed,Two-Handed Backhand
752,bd34,stefan-borg,Stefan,Borg,http://www.atpworldtour.com/en/players/stefan-borg/bd34/overview,SWE,,,1983.06.15,1983.0,6.0,15.0,,,,,,,Right-Handed,
753,bd42,agustin-boje-ordonez,Agustin,Boje-Ordonez,http://www.atpworldtour.com/en/players/agustin-boje-ordonez/bd42/overview,ESP,,,1988.07.19,1988.0,7.0,19.0,,,,,,,,
754,bd59,carsten-ball,Carsten,Ball,http://www.atpworldtour.com/en/players/carsten-ball/bd59/overview,AUS,"Newport Beach, CA, USA","Newport Beach, CA, USA",1987.06.20,1987.0,6.0,20.0,2005.0,200.0,91.0,"6'6""",78.0,198.0,Left-Handed,Two-Handed Backhand
755,bd80,attila-balazs,Attila,Balazs,http://www.atpworldtour.com/en/players/attila-balazs/bd80/overview,HUN,"Budapest, Hungary","Budapest, Hungary",1988.12.27,1988.0,12.0,27.0,,172.0,78.0,"5'11""",71.0,180.0,Right-Handed,Two-Handed Backhand
756,bd73,mehdi-benhammou,Mehdi,Benhammou,http://www.atpworldtour.com/en/players/mehdi-benhammou/bd73/overview,MAR,"Rabat, Morocco","Rabat, Morocco",1988.01.10,1988.0,1.0,10.0,,,,,,,Right-Handed,Two-Handed Backhand
757,bd82,sergey-betov,Sergey,Betov,http://www.atpworldtour.com/en/players/sergey-betov/bd82/overview,BLR,"Minsk, Belarus","Gomel, Belarus",1987.10.15,1987.0,10.0,15.0,,163.0,74.0,"6'1""",73.0,,Right-Handed,
758,bd83,aliaksandr-bury,Aliaksandr,Bury,http://www.atpworldtour.com/en/players/aliaksandr-bury/bd83/overview,BLR,"Minsk, Belarus","Minsk, Belarus",1987.09.14,1987.0,9.0,14.0,,206.0,93.0,"6'8""",80.0,203.0,Right-Handed,One-Handed Backhand
759,bd89,josip-brkic,Josip,Brkic,http://www.atpworldtour.com/en/players/josip-brkic/bd89/overview,BIH,,,1988.06.27,1988.0,6.0,27.0,,,,,,,Ambidextrous,
760,bd91,denis-bejtulahi,Denis,Bejtulahi,http://www.atpworldtour.com/en/players/denis-bejtulahi/bd91/overview,SRB,"Beograd, Serbia","Vrbas, Yugoslavia",1987.06.01,1987.0,6.0,1.0,,192.0,87.0,,,,Right-Handed,
761,bd97,saso-bende,Saso,Bende,http://www.atpworldtour.com/en/players/saso-bende/bd97/overview,SLO,"Maribor, Slovenia","Maribor, Slovenia",1986.05.24,1986.0,5.0,24.0,,154.0,70.0,,,,Right-Handed,
762,be04,patrick-briaud,Patrick,Briaud,http://www.atpworldtour.com/en/players/patrick-briaud/be04/overview,USA,,,1983.02.06,1983.0,2.0,6.0,,,,,,,Ambidextrous,
763,be03,maxime-bonami,Maxime,Bonami,http://www.atpworldtour.com/en/players/maxime-bonami/be03/overview,FRA,,,1983.11.12,1983.0,11.0,12.0,,,,,,,Right-Handed,
764,be19,alex-bartlett,Alex,Bartlett,http://www.atpworldtour.com/en/players/alex-bartlett/be19/overview,USA,,,1987.11.13,1987.0,11.0,13.0,,,,,,,Ambidextrous,
765,be10,matt-bruch,Matt,Bruch,http://www.atpworldtour.com/en/players/matt-bruch/be10/overview,USA,"Lake Forest, Illinois, USA","Chicago, Illinois, USA",1987.07.06,1987.0,7.0,6.0,,150.0,68.0,,,,Right-Handed,
766,be44,jose-daniel-bendeck,Jose Daniel,Bendeck,http://www.atpworldtour.com/en/players/jose-daniel-bendeck/be44/overview,COL,"Barranquilla, Colombia","Barranquilla, Colombia",1990.12.24,1990.0,12.0,24.0,,168.0,76.0,"6'0""",72.0,,Right-Handed,Two-Handed Backhand
767,be54,ruben-bemelmans,Ruben,Bemelmans,http://www.atpworldtour.com/en/players/ruben-bemelmans/be54/overview,BEL,"Maasmechelen, Belgium","Genk, Belgium",1988.01.14,1988.0,1.0,14.0,2006.0,165.0,75.0,"6'0""",72.0,,Left-Handed,Two-Handed Backhand
768,be64,mohammed-faizal-bin-othman,Mohammed-Faizal,Bin Othman,http://www.atpworldtour.com/en/players/mohammed-faizal-bin-othman/be64/overview,MAS,,,1983.02.19,1983.0,2.0,19.0,,,,,,,,
769,be59,kanagaraj-balakrishnan,Kanagaraj,Balakrishnan,http://www.atpworldtour.com/en/players/kanagaraj-balakrishnan/be59/overview,MAS,,,1988.01.18,1988.0,1.0,18.0,,,,,,,Right-Handed,
770,be67,mirza-basic,Mirza,Basic,http://www.atpworldtour.com/en/players/mirza-basic/be67/overview,BIH,Sarajevo,Sarajevo,1991.07.12,1991.0,7.0,12.0,2012.0,194.0,88.0,"6'2""",74.0,,Right-Handed,Two-Handed Backhand
